Gross,Net,Conventional Accounting,Economic Sector,Sector,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Year,Gas,MT CO2e AR5 20 yr,MT CO2e AR4 100 yr
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2017,CO2,8579,8579
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2017,N2O,20,22
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2018,N2O,20,23
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2019,N2O,25,28
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2020,CH4,36,11
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2020,CO2,9805,9805
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1990,CH4,67973,20230
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1990,N2O,28484,32152
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1991,Biogenic CO2,1854805,1854805
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1991,CH4,52537,15636
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1991,N2O,22015,24851
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1992,Biogenic CO2,1799049,1799049
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1992,CH4,50957,15166
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1992,N2O,21354,24104
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1993,Biogenic CO2,1767509,1767509
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1993,CH4,50064,14900
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1994,N2O,22289,25160
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1995,Biogenic CO2,1850675,1850675
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1995,CH4,52420,15601
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1996,Biogenic CO2,2877013,2877013
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1996,CH4,81490,24253
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1996,N2O,34148,38546
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1997,Biogenic CO2,3104265,3104265
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1997,CH4,87927,26169
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1997,N2O,36846,41591
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1998,CH4,73312,21819
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1998,N2O,30721,34678
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1999,Biogenic CO2,2724855,2724855
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2000,Biogenic CO2,2898321,2898321
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2000,CH4,82094,24433
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2001,CH4,45635,13582
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2002,Biogenic CO2,1268608,1268608
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2002,CH4,35933,10694
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2002,N2O,15058,16997
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2003,CH4,35593,10593
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2004,Biogenic CO2,1571891,1571891
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2005,Biogenic CO2,1543356,1543356
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2005,N2O,18319,20678
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2006,Biogenic CO2,1447799,1447799
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2006,N2O,17184,19398
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2007,Biogenic CO2,1379652,1379652
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2007,CH4,39078,11630
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2008,Biogenic CO2,1151744,1151744
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2008,N2O,13670,15431
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2009,CH4,30762,9155
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2010,CH4,43516,12951
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2010,N2O,18235,20584
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2011,Biogenic CO2,1735970,1735970
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2011,CH4,49171,14634
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2011,N2O,20605,23259
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2012,Biogenic CO2,1789943,1789943
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2012,CH4,50700,15089
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2012,N2O,21246,23982
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2013,Biogenic CO2,1763004,1763004
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2013,CH4,49936,14862
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2013,N2O,20926,23621
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2014,CH4,49431,14712
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2014,N2O,20714,23382
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2015,CH4,49221,14649
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2016,CH4,49780,14815
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2016,N2O,20860,23547
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2017,Biogenic CO2,1737097,1737097
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2017,CH4,49203,14644
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2017,N2O,20618,23274
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2018,CH4,48751,14509
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2018,N2O,20429,23060
Yes,No,No,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2019,Biogenic CO2,1750050,1750050
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2019,CH4,49570,14753
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2019,N2O,20772,23447
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2020,CH4,47764,14216
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2020,N2O,20016,22593
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1990,CH4,5704,1698
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1990,CO2,9125,9125
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1991,CO2,9115,9115
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1992,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1993,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1994,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1995,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1995,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1996,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1997,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1997,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1997,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1998,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1998,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1999,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1999,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,1999,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2000,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2000,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2000,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2001,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2001,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2002,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2002,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2002,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2003,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2003,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2003,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2004,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2004,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2005,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2005,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2005,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2006,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2006,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2007,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2007,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2008,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2009,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2009,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2009,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2010,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2010,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2011,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2011,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2011,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2012,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2012,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2012,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2013,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2013,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2014,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2014,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2014,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2015,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2015,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2016,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2016,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2017,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2018,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2018,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2018,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2019,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2019,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2019,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2020,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Petroleum Refining,Not Applicable,Not Applicable,2020,CO2,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1990,CH4,36079,10738
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1990,N2O,567,640
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1991,CH4,33367,9931
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1991,CO2,120886,120886
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1991,N2O,524,592
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1993,CH4,27066,8055
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1993,CO2,97647,97647
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1993,N2O,425,480
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1994,CH4,18478,5499
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1994,CO2,66486,66486
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1995,CO2,68408,68408
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1995,N2O,298,337
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1996,CH4,22413,6671
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1997,CH4,18452,5492
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1997,N2O,290,327
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1998,CH4,10954,3260
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1998,CO2,39368,39368
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1998,N2O,172,194
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1999,CO2,52468,52468
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1999,N2O,230,260
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2000,CH4,7524,2239
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2000,N2O,118,133
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2001,CH4,8295,2469
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2001,CO2,29733,29733
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2001,N2O,130,147
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2002,CH4,3616,1076
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2002,CO2,12945,12945
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2002,N2O,57,64
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2003,CH4,7338,2184
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2003,CO2,26342,26342
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2003,N2O,115,130
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2004,CH4,10688,3181
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2004,CO2,38162,38162
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2004,N2O,168,190
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2005,CH4,8508,2532
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2005,CO2,30554,30554
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2005,N2O,134,151
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2006,CH4,8322,2477
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2006,CO2,30138,30138
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2006,N2O,131,148
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2007,CH4,8774,2611
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2007,CO2,31351,31351
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2007,N2O,138,156
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2008,CH4,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2008,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2009,CH4,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2009,CO2,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2009,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2010,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2011,CH4,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2011,CO2,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2011,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2012,CH4,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2012,CO2,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2013,CH4,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2013,CO2,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2013,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2014,CH4,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2014,CO2,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2015,CO2,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2015,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2016,CH4,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2016,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2017,CH4,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2017,CO2,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2017,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2018,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2019,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2020,CH4,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2020,CO2,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2020,N2O,0,0
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,1990,CH4,162717,48428
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,1990,N2O,30684,34635
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,1991,CH4,149520,44500
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,1991,CO2,12477303,12477303
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,1991,N2O,28195,31826
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,1992,CH4,168052,50015
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,1992,CO2,14023811,14023811
